Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,,Price
Honda City 1.5 V MT,Chennai,2009,122000,Petrol,Manual,Second,17,1497,118,5,3.5,350000
Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44,1998,189.08,4,28.95,2895000
Mitsubishi Pajero Sport 4X4 AT,Pune,2015,78000,Diesel,Automatic,First,13.5,2477,175.56,6,15,1500000
Maruti Swift Dzire VDi,Jaipur,2012,72000,Diesel,Manual,First,19.3,1248,73.9,5,4.25,425000
Bentley Continental Flying Spur,Hyderabad,2006,48000,Petrol,Automatic,First,8.6,5998,552,4,59,5900000
Maruti Ertiga VDI,Pune,2013,43486,Diesel,Manual,First,20.77,1248,88.76,7,6.6,660000
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494,102,7,5.2,520000
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Chennai,2010,34000,Petrol,Manual,First,11.7,1796,178,5,10,1000000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143,167.62,5,35,3500000
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2017,30000,Diesel,Manual,First,22.7,1498,89.84,5,8.75,875000
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197,78.9,5,4.57,457000
Hyundai i10 Magna 1.2,Delhi,2012,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.5,250000
Land Rover Freelander 2 SE,Kochi,2014,59885,Diesel,Automatic,First,12.39,2179,147.51,5,20.11,2011000
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494,102,8,7.8,780000
Hyundai i20 1.2 Magna,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197,80,5,3.61,361000
Nissan Micra XV CVT,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198,75.94,5,4.6,460000
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993,308.43,5,85,8500000
Honda City 1.5 V AT,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497,118,5,5.25,525000
Honda Amaze E i-Dtech,Delhi,2013,45000,Diesel,Manual,Second,25.8,1498,98.6,5,3.3,330000
Toyota Fortuner 3.0 Diesel,Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982,171,7,17.75,1775000
Land Rover Discovery Sport SD4 HSE Luxury,Delhi,2016,70000,Diesel,Automatic,First,12.97,2179,187.7,5,35,3500000
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582,126.2,5,13.39,1339000
Chevrolet Beat Diesel LT,Chennai,2012,81000,Diesel,Manual,First,25.44,936,56.3,5,2.5,250000
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755,171.5,7,18.36,1836000
Maruti Swift Dzire VDI,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248,74,5,5.95,595000
Hyundai Creta 1.6 CRDi SX Option,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582,126.2,5,11,1100000
Land Rover Range Rover Sport SE,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993,255,5,64.75,6475000
Honda Amaze VX i-DTEC,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498,98.6,5,6.3,630000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2017,17702,Petrol,Manual,First,15.29,1591,121.3,5,11.94,1194000
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197,103.5,5,5.95,595000
Honda City i DTec VX,Ahmedabad,2017,37000,Diesel,Manual,First,26,1498,98.6,5,11,1100000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591,121.3,5,12.53,1253000
Ford Figo Diesel Titanium,Bangalore,2012,32510,Diesel,Manual,Second,20,1399,68,5,3.75,375000
BMW 5 Series 2013-2017 530d M Sport,Pune,2014,88000,Diesel,Automatic,First,14.69,2993,258,5,27,2700000
Mitsubishi Pajero 2.8 SFX 7Str,Pune,2012,116000,Diesel,Manual,First,10.5,2835,107.2,6,9.95,995000
Renault Duster 85PS Diesel RxL Option,Jaipur,2013,156000,Diesel,Manual,First,19.87,1461,83.8,5,4.2,420000
Maruti Ritz VXI,Delhi,2010,75319,Petrol,Manual,Second,21.1,1197,85.8,5,2,200000
Hyundai Grand i10 Sportz,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197,82,5,3.25,325000
Mercedes-Benz GLA Class 200 CDI SPORT,Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143,136,5,34,3400000
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995,190,5,30.37,3037000
Hyundai Creta 1.6 SX Plus Petrol Automatic,Kochi,2018,32854,Petrol,Automatic,First,13,1591,121.3,5,12.6,1260000
Renault KWID RXT Optional,Kochi,2019,6568,Petrol,Manual,First,25.17,799,53.3,5,5.09,509000
Audi A4 3.0 TDI Quattro,Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967,241.4,5,24.5,2450000
Maruti Ciaz VDI SHVS,Kochi,2018,17804,Diesel,Manual,Second,28.09,1248,88.5,5,7.97,797000
Honda Jazz S,Delhi,2011,69768,Petrol,Manual,First,16,1198,90,5,2.9,290000
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995,190,5,21.33,2133000
Hyundai Verna SX CRDi AT,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582,126.32,5,6.5,650000
Hyundai Creta 1.4 CRDi S Plus,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396,88.7,5,12.15,1215000
Volkswagen Vento 2013-2015 1.6 Comfortline,Kolkata,2014,17000,Petrol,Manual,First,15.04,1598,103.2,5,4.25,425000
BMW 3 Series Luxury Line,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995,190,5,35.84,3584000
Honda CR-V Petrol 2WD,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997,152,5,3,300000
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,Diesel,Manual,First,19.72,1461,108.45,5,6.75,675000
Hyundai i20 Asta 1.2,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197,81.83,5,5.65,565000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2013,58000,Diesel,Automatic,Second,16.96,1968,138.03,5,7.5,750000
Hyundai Creta 1.6 SX Plus Diesel,Kochi,2018,35480,Diesel,Manual,First,19.67,1582,126.2,5,13.34,1334000
Maruti Ciaz VDI SHVS,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248,88.5,5,7.9,790000
Hyundai i20 Asta 1.4 CRDi,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396,88.73,5,6.98,698000
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591,121.3,5,5.75,575000
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2012,55339,Diesel,Manual,First,22.07,1199,73.9,5,2.65,265000
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,55476,Diesel,Manual,First,22.07,1199,73.9,5,2.49,249000
Maruti SX4 Vxi BSIII,Pune,2007,68553,Petrol,Manual,Second,15,1586,104.68,5,1.5,150000
Honda Mobilio RS Option i DTEC,Kochi,2016,67376,Diesel,Manual,First,24.5,1498,98.6,7,6.5,650000
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461,108.45,5,8,800000
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755,174.5,7,30.85,3085000
Volvo XC60 D4 SUMMUM,Kochi,2014,93144,Diesel,Automatic,First,14.7,1984,181,5,17.15,1715000
Maruti Celerio VXI AT,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998,67.04,5,4.55,455000
Maruti Ciaz ZDi Plus,Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248,88.5,5,7.4,740000
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,12467,Diesel,Automatic,First,12.8,1968,167.6,5,25.64,2564000
BMW X1 sDrive 20d Sportline,Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995,184,5,13.5,1350000
Ford Figo Petrol ZXI,Bangalore,2013,38000,Petrol,Manual,First,15.6,1196,70,5,3.55,355000
Hyundai Elantra CRDi SX,Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582,126.2,5,15,1500000
Hyundai Verna 1.6 i ABS,Pune,2007,80000,Petrol,Manual,Second,13.9,1599,103.2,5,1.95,195000
Honda Civic 2006-2010 1.8 S MT,Pune,2006,125000,Petrol,Manual,Second,13.5,1799,130,5,2.3,230000
Toyota Fortuner 4x4 MT,Chennai,2013,123000,Diesel,Manual,Second,12.55,2982,168.5,7,15,1500000
Hyundai i10 Sportz,Chennai,2012,70000,Petrol,Manual,First,20.36,1197,78.9,5,3.15,315000
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461,84.8,5,5,500000
BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995,190,5,24.75,2475000
Chevrolet Optra Magnum 2.0 LT,Pune,2008,83000,Diesel,Manual,Second,16.52,1991,123.7,5,2.6,260000
Hyundai i10 Asta,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197,78.9,5,3.75,375000
Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896,106,5,4.85,485000
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Jaipur,2013,60000,Diesel,Automatic,First,10,2148,170,5,27,2700000
Honda Amaze SX i-DTEC,Kolkata,2014,84677,Diesel,Manual,First,25.8,1498,98.6,5,3,300000
BMW X1 xDrive 20d xLine,Delhi,2017,23000,Diesel,Automatic,First,20.68,1995,190,5,28.75,2875000
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494,100.6,8,14.49,1449000
Porsche Panamera 2010 2013 Diesel,Delhi,2013,36400,Diesel,Automatic,First,7.5,4806,394.3,4,72,7200000
Nissan Sunny XV D,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461,84.8,5,4,400000
Maruti Swift Dzire LDI,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248,74,5,4.5,450000
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197,81.8,5,6.25,625000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968,138.03,5,11.5,1150000
Honda Accord 2.4 Inspire M/T,Pune,2009,79000,Petrol,Manual,Third,9.8,2354,180,5,3.1,310000
Honda City i VTEC V,Mumbai,2018,5000,Petrol,Manual,First,17.8,1497,117.3,5,10.11,1011000
Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591,121.3,5,11.54,1154000
Maruti Wagon R LX BSII,Delhi,2006,86000,Petrol,Manual,Second,18.9,998,67.1,5,1,100000
Maruti Swift Dzire Tour LDI,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248,74,5,2.5,250000
Audi Q5 2008-2012 2.0 TFSI Quattro,Kochi,2011,59967,Petrol,Automatic,First,9.74,1984,208,5,18,1800000
Toyota Etios Cross 1.4 GD,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364,67.04,5,6.85,685000
Hyundai i10 Era 1.1 iTech SE,Kochi,2012,65727,Petrol,Manual,First,19.81,1086,68.05,5,2.97,297000
Hyundai Verna 1.6 VTVT,Pune,2013,70000,Petrol,Manual,First,17.01,1591,121.3,5,4.75,475000
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498,88.8,5,7.38,738000
BMW 5 Series 520d Sport Line,Delhi,2017,16485,Diesel,Automatic,First,22.48,1995,187.74,5,42.75,4275000
Hyundai i20 1.4 Asta Optional With Sunroof,Bangalore,2010,77332,Diesel,Manual,Second,23,1396,90,5,3.65,365000
Hyundai Grand i10 Asta Option AT,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197,82,5,5.99,599000
Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,Diesel,Automatic,First,11.5,2982,169,7,13.5,1350000
Maruti Baleno Zeta Automatic,Chennai,2016,35129,Petrol,Automatic,First,21.4,1197,83.1,5,7,700000
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,Petrol,Automatic,First,13,1591,121.3,5,10.95,1095000
Hyundai i10 Sportz,Pune,2013,54500,Petrol,Manual,Third,20.36,1197,78.9,5,2.95,295000
Tata Tigor XE Diesel,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047,69,5,5.5,550000
Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798,177.46,5,17.08,1708000
Maruti Swift Dzire VDI,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248,74,5,6.85,685000
Honda CR-V 2.0 AT,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997,141.1,5,10.5,1050000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494,102,8,8.75,875000
Honda City 1.5 V MT,Kolkata,2010,60000,Petrol,Manual,First,17,1497,118,5,2.7,270000
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,Petrol,Automatic,First,17,1591,121.3,5,4.25,425000
Toyota Etios 1.4 VXD,Pune,2018,3000,Diesel,Manual,First,23.59,1364,67.04,5,7.9,790000
Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798,157.75,5,4.5,450000
Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461,84.8,5,4,400000
Honda City 1.5 V MT Exclusive,Delhi,2012,42000,Petrol,Manual,First,17,1497,118,5,4.75,475000
Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,Diesel,Manual,First,22.54,1396,88.76,5,7.65,765000
Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,17.4,1599,104,5,3.47,347000
Honda Amaze S i-Vtech,Kochi,2016,39854,Petrol,Manual,First,18,1198,86.7,5,5.64,564000
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198,73.9,5,2.95,295000
Maruti Swift VDI,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248,74,5,5.65,565000
Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953,153.86,7,8.41,841000
Maruti Baleno LXI,Pune,2006,155000,Petrol,Manual,Third,15.4,1590,94,5,0.85,85000
Maruti Wagon R LX,Pune,2003,125000,Petrol,Manual,Second,18.9,998,67.1,5,0.8,80000
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498,88,5,5.65,565000
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,17.1,1591,121.3,5,4.5,450000
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248,88.5,5,6.9,690000
Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,Diesel,Manual,First,21.64,1461,84.8,5,4,400000
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,Petrol,Manual,First,15,1598,103.52,5,5.6,560000
Maruti Eeco 7 Seater Standard,Delhi,2016,126000,Petrol,Manual,First,15.1,1196,73,7,2.2,220000
Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,Petrol,Manual,First,15,1598,103.5,5,4,400000
Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982,168.5,7,16,1600000
Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,Diesel,Manual,First,19.67,1582,126.2,5,12.6,1260000
Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,Petrol,Manual,First,18.5,1197,82.9,5,4.79,479000
Maruti Wagon R LXI CNG,Mumbai,2015,22001,CNG,Manual,First,26.6,998,58.16,5,3.65,365000
Honda City i DTEC V,Kochi,2016,84580,Diesel,Manual,First,26,1498,98.6,5,6.83,683000
Maruti 800 Std,Jaipur,2002,75000,Petrol,Manual,First,16.1,796,37,4,0.51,51000
Ford Ikon 1.3 Flair,Pune,2006,85000,Petrol,Manual,Second,13.8,1299,70,5,0.69,69000
Maruti Swift Dzire LXI,Delhi,2015,24296,Petrol,Manual,First,20.85,1197,83.14,5,4.65,465000
Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497,116.3,5,6.49,649000
Hyundai Verna CRDi,Chennai,2009,64514,Diesel,Manual,First,16.8,1493,110,5,2.9,290000
Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,Petrol,Manual,First,17.01,1591,121.3,5,7.4,740000
Renault KWID RXT,Bangalore,2016,41000,Petrol,Manual,Second,25.17,799,53.3,5,3.25,325000
Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998,67.1,5,1.95,195000
Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,Second,18.9,1197,82,5,4,400000
Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,18.6,1197,81.83,5,6.85,685000
Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,18,1198,86.7,5,5.45,545000
Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399,68,5,1.99,199000
Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1582,126.32,5,8.99,899000
Toyota Etios VD SP,Kolkata,2014,45155,Diesel,Manual,First,23.59,1364,67.04,5,6.5,650000
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,19,1199,88.7,5,9.27,927000
Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1582,126.2,5,6.99,699000
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,Diesel,Automatic,First,17.9,2143,136,5,36.76,3676000
Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,Petrol,Automatic,First,14.7,1798,177.5,5,17.08,1708000
Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,25.44,936,57.6,5,2.8,280000
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,Diesel,Manual,First,22.07,1199,73.9,5,2.49,249000
Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,23.65,1248,88.5,5,8.85,885000
Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1497,116.3,5,4.15,415000
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498,108.5,5,10,1000000
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.9,1197,81.86,5,4.75,475000
Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,24.04,999,67,5,3.2,320000
Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,22.74,796,47.3,5,3.28,328000
Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,15.8,1499,110,5,7.5,750000
Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197,83.1,5,7.39,739000
Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,23.2,1248,73.94,5,3.65,365000
Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,11,2987,198.5,5,11,1100000
Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,23.2,1248,73.94,5,3,300000
Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,25.44,936,57.6,5,2.25,225000
Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,15.5,1586,103.3,5,2.83,283000
Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,14,796,35,5,4.11,411000
Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,Diesel,Manual,First,13.5,2477,178,7,14.7,1470000
Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,Petrol,Automatic,First,13,2987,210,5,25,2500000
Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,25.44,936,56.3,5,2.35,235000
Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Diesel,Manual,Second,25.83,1498,99,5,6.41,641000
Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497,117.3,5,5.75,575000
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,17.9,2143,136,5,17.55,1755000
Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,First,21.38,1396,88.7,5,10.25,1025000
Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,Diesel,Manual,First,17.8,1399,67,5,3.16,316000
Audi A4 2.0 TDI,Bangalore,2014,37600,Diesel,Automatic,Second,16.55,1968,147.51,5,22.5,2250000
Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,19.81,1086,68.05,5,3.55,355000
BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995,154,5,9.86,986000
BMW 7 Series 730Ld,Chennai,2013,38000,Diesel,Automatic,First,16.46,2993,258,5,45,4500000
Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,Petrol,Manual,First,17.01,1591,121.3,5,7.99,799000
Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,Diesel,Automatic,First,22,1498,108.495,5,6.5,650000
Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,Petrol,Manual,First,14.49,1399,92.7,5,0.75,75000
Chevrolet Cruze LTZ,Coimbatore,2018,52073,Diesel,Manual,Second,18.3,1991,147.9,5,9.87,987000
Hyundai i20 1.4 Sportz,Kochi,2018,40175,Diesel,Manual,Second,22.54,1396,88.73,5,6.36,636000
Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16,1497,117.3,7,9.5,950000
Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029,Petrol,Manual,First,19.1,1197,82,5,6.05,605000
Maruti Alto 800 CNG LXI,Mumbai,2013,26200,CNG,Manual,First,30.46,796,47.3,5,2.15,215000
Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,First,24,1120,70,5,5.5,550000
Maruti Alto LXi,Kolkata,2007,18700,Petrol,Manual,Second,19.7,796,46.3,5,1.25,125000
Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494,100.6,7,11.99,1199000
Hyundai i10 Sportz 1.2 AT,Mumbai,2010,57000,Petrol,Automatic,Second,16.95,1197,78.9,5,2.5,250000
Honda City i-VTEC CVT V,Kochi,2019,22321,Petrol,Automatic,First,18,1497,117.3,5,11.66,1166000
Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60,5,0.53,53000
Maruti Wagon R LXI BS IV,Kolkata,2015,36428,Petrol,Manual,First,20.51,998,67.04,5,3.1,310000
Ford Figo Diesel Titanium,Hyderabad,2012,73500,Diesel,Manual,Second,20,1399,68,5,2.6,260000
Honda Amaze S i-Vtech,Kochi,2015,47234,Petrol,Manual,First,18,1198,86.7,5,5.09,509000
Hyundai Accent GLE,Hyderabad,2008,62364,Petrol,Manual,First,13.2,1495,94,5,2.3,230000
Hyundai Verna 1.6 SX CRDi (O),Pune,2012,89000,Diesel,Manual,First,22.32,1582,126.32,5,6,600000
Maruti Swift ZDi,Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248,74,5,4.4,440000
Mercedes-Benz B Class B180,Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595,120.7,5,11,1100000
Chevrolet Cruze LTZ,Coimbatore,2014,64042,Diesel,Manual,First,17.3,1998,163.7,5,5.7,570000
Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,2013,120000,Diesel,Automatic,First,20,1968,138.1,5,6.95,695000
Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179,120,8,7.9,790000
BMW X1 xDrive 20d xLine,Kochi,2018,30733,Diesel,Automatic,First,20.68,1995,190,5,29.3,2930000
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2009,43600,Petrol,Automatic,First,10.93,3498,272,5,10.24,1024000
Skoda Superb Elegance 1.8 TSI AT,Pune,2010,71473,Petrol,Automatic,Second,13.7,1798,157.75,5,5.35,535000
Honda Brio VX AT,Mumbai,2014,39000,Petrol,Automatic,Second,16.5,1198,86.8,5,3.49,349000
Hyundai i10 Magna 1.2,Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197,78.9,5,2.85,285000
Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497,117.3,5,5.35,535000
Ford Figo Petrol ZXI,Coimbatore,2012,75464,Petrol,Manual,First,15.6,1196,70,5,3.62,362000
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2006,142000,Diesel,Manual,First,12.8,2494,102,7,6.25,625000
Mahindra Verito 1.5 D6 BSIV,Kochi,2012,118683,Diesel,Manual,Second,21,1461,64.1,5,3.19,319000
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,Petrol,Manual,First,18.15,1198,82,6,5.5,550000
Hyundai i20 Sportz Option 1.2,Kochi,2019,12800,Petrol,Manual,First,18.6,1197,81.83,5,7.67,767000
Tata New Safari EX 4x2,Jaipur,2011,80000,Petrol,Manual,First,12,2092,127,7,5.5,550000
Maruti Swift Dzire VDi,Hyderabad,2014,76126,Diesel,Manual,First,19.3,1248,73.9,5,6.6,660000
BMW X5 xDrive 30d M Sport,Chennai,2017,21000,Diesel,Automatic,Second,15.97,2993,258,5,55,5500000
Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,2013,85000,Diesel,Automatic,First,17.68,1968,174.33,5,21,2100000
Maruti Baleno Delta 1.2,Jaipur,2017,27000,Petrol,Manual,First,21.4,1197,83.1,5,4.5,450000
Hyundai Santa Fe 4WD AT,Coimbatore,2016,45794,Diesel,Automatic,First,13.01,2199,194.3,7,20.67,2067000
Chevrolet Cruze LTZ AT,Hyderabad,2013,57352,Diesel,Automatic,First,14.39,1998,163.7,5,6.5,650000
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,41467,Diesel,Automatic,First,15,2143,204,5,37.98,3798000
Hyundai Santro Xing GLS,Mumbai,2009,42000,Petrol,Manual,First,17.92,1086,62.1,5,1.45,145000
Maruti Wagon R LXI CNG,Delhi,2014,62549,CNG,Manual,First,26.6,998,58.16,5,2.95,295000
